"tweetid","name","inreplyuserid","createdat","timezone","friendscount","accountcreated","location","userid","xcoordinate","message","screenname","favoritecount","followerscount","inreplytweetid","retweetcount","utcoffset","ycoordinate","dataagent","place","inreplyscreenname","category","annotation"
1383427371840139272,"Barı​ş Kesgin",-1,"2021-04-17 14:29:22","None",818,"Wed Feb 25 01:16:56 +0000 2015","North Carolina",3060396555,"None","RT @ckim_stokes: @Elon_PA is giving back today with 2nd dose COVID vaccine clinic #takeyourshot @elonuniversity https://t.co/cLkPHCquuB","baris_kesgin",0,1158,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427364542029825,"rick hughes",-1,"2021-04-17 14:29:21","None",796,"Sat Jul 21 20:50:03 +0000 2012","None",709554121,"None","RT @GovAndyBeshear: There are thousands of vaccination appointments open across the commonwealth. Visit https://t.co/Z2HbQzZgON for the ful…","rickhughes01",0,305,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427364542029825,"rick hughes",-1,"2021-04-17 14:29:21","None",796,"Sat Jul 21 20:50:03 +0000 2012","None",709554121,"None","RT @GovAndyBeshear: There are thousands of vaccination appointments open across the commonwealth. Visit https://t.co/Z2HbQzZgON for the ful…","rickhughes01",0,305,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427364957286408,"Christian Smith",-1,"2021-04-17 14:29:21","None",220,"Thu Mar 08 17:04:59 +0000 2012","Toronto",518678089,"None","Did you know Vaccine pop-ups are available at the behest of other vaccine clinics? Other clinics have to close to offer up the vaccines in the pop-ups. We have enough vaccines for both to operate... Why aren$q$t we doing that?","ChristianVSmith",0,692,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427367092187139,"neil h 🇺🇸💪🏼",-1,"2021-04-17 14:29:21","None",5798,"Sun Apr 19 14:27:03 +0000 2020","Las Vegas, NV",1251879934043160576,"None","RT @TheBabylonBee: For Maximum Protection, Vaccine Now Offered In Continuous IV Drip You Carry Around For The Rest Of Your Life https://t.c…","A2protectsA1",0,5508,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427367582912512,"Brian M Carroll",-1,"2021-04-17 14:29:21","None",2427,"Tue Jun 03 09:53:31 +0000 2008","Ottawa, Canada",14991184,"None","RT @DrTomFrieden: The more we vaccinate people at higher risk of severe illness in places with high incidence, the more lives we$q$ll save an…","BrianMCarroll",0,1420,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427359538225157,"lizardking ®",-1,"2021-04-17 14:29:20","None",102,"Sun Oct 16 16:08:03 +0000 2011","Miami, FL",392135399,"None","RT @TheBabylonBee: For Maximum Protection, Vaccine Now Offered In Continuous IV Drip You Carry Around For The Rest Of Your Life https://t.c…","francispezz",0,794,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427362142900226,"Abdur Rasheed",-1,"2021-04-17 14:29:20","None",415,"Sat Apr 18 09:56:45 +0000 2009","Hyderabad, India",32844998,"None","RT @JustinTrudeau: Update: We’ve signed an agreement with Pfizer for an additional 8 million doses of their COVID-19 vaccine. This means we…","abdurrasheed313",0,56,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427351510274051,"Ceasar221",-1,"2021-04-17 14:29:18","None",1237,"Sun Aug 13 21:28:22 +0000 2017","None",896845909375557634,"None","RT @Amy_Siskind: Imagine the good he could have done, if Trump and his family had been vaccinated in public, rather than selfishly hiding i…","ceasar221",0,1029,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427352244285450,"yourethepuppet",-1,"2021-04-17 14:29:18","None",545,"Wed Feb 06 17:39:46 +0000 2008","ÜT: 43.675249,-79.380797",13168252,"None","Hey, how about giving police the power to stop people and vaccinate them?","mbroadhurst",0,407,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427353645228039,"Alexa",-1,"2021-04-17 14:29:18","None",1330,"Tue Jun 21 05:21:57 +0000 2016","None",745124575487221769,"None","RT @NjbBari3: @ScottMorrisonMP @GregHuntMP    No. Bad plan.   Vaccinated people bringing home vaccine resistant strains (or even garden var…","KittyAbsurd",0,281,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427354303754245,"IFE News Agency 🚨",1352244011419934722,"2021-04-17 14:29:18","None",982,"Thu Jan 21 13:18:24 +0000 2021","India",1352244011419934722,"None","@AshutoshGhazal Also now we are seeing efforts to increase the production from 1cr to 10 cr per month. What the hl we were doing to date. With population of 1.3 billion. Even if 1 billion * 2 that$q$s 2 billion vaccines without wastage. I feel we have overdone with Vaccine donations.","IFENewsAgency",0,2424,1383426423654805510,0,"None","None","JS Listener","None","IFENewsAgency","vaccine ",1
1383427354710581258,"pawan",-1,"2021-04-17 14:29:18","None",650,"Mon Mar 23 06:09:31 +0000 2015","Noida, India",3104319234,"None","RT @INCIndia: Government must also reconsider its priority for vaccine candidates by reducing the immunisation age to 25 years and above.:…","PawanPrincy",0,762,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427347328561161,"𝐃𝐚𝐧 𝐆𝐨𝐥𝐝𝐰𝐚𝐬𝐬𝐞𝐫",16193222,"2021-04-17 14:29:17","None",330,"Sun Nov 14 03:52:46 +0000 2010","The Warm Squishy Internet",215506637,"None","@guypbenson So much anti-vaccination science on display at MSNBC","dgoldwas",0,1377,1383425968690241537,0,"None","None","JS Listener","None","guypbenson","vaccine ",1
1383427347299196931,"DRM Hubballi",-1,"2021-04-17 14:29:17","None",99,"Tue Jul 14 11:41:41 +0000 2015","Hubballi, India",3279558349,"None","RT @DrmMys: #LargestVaccinationDrive  Second day of Covid vaccine drive at Divisional Office Mysuru.  Vaccine is the biggest shield which c…","drmubl",0,22297,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427347056001024,"NITIN MUKESH ITORIYA",137780376,"2021-04-17 14:29:17","None",58,"Mon Feb 22 04:07:31 +0000 2021","कल्याण डोंबीवली, भारत",1363701843235270662,"None","@Dev_Fadnavis SIR YOU ARE EX CM OF THE STATE BE PROUD TO VACCINATE IN MAHARASHTRA AND THAX TO STATE GOVERNMENT FIRST THAN TO EVERYONE....","ItoriyaNitin",0,0,1382976121310900226,0,"None","None","JS Listener","None","Dev_Fadnavis","vaccine ",1
1383427348016496641,"God Bless Himalaya 3",-1,"2021-04-17 14:29:17","None",140,"Tue Jan 19 22:36:38 +0000 2021","None",1351659787209961472,"None","RT @wenyangsihai: China government owns SUCCESSFUL #UnrestrictedBioweapon #COVID19 and UNSUCCESSFUL vaccine, then promotes both to the worl…","G76018398",0,27,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427350788861955,"Laverne",-1,"2021-04-17 14:29:17","None",160,"Thu Feb 25 00:13:34 +0000 2016","England, United Kingdom",702647587308965889,"None","RT @JohnMappin: CAMELOT CASTLE WILL NEVER AGREE WITH VACCINATION PASSPORTS.  WE LOVE ALL PEOPLE AND THE UNVACCINATED ARE MOST WELCOME.  SHO…","rainbowz08",0,269,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427346657546241,"Vincy",-1,"2021-04-17 14:29:16","None",175,"Tue Feb 02 22:05:35 +0000 2021","Lagos Nigeria",1356725223584919553,"None","RT @aproko_doctor: When you get side effects after getting vaccinated, it means the vaccine 💉 is working, and your immune system is doing w…","Cynthia14089258",0,46,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427339724333062,"shyam chetry",-1,"2021-04-17 14:29:15","None",1629,"Thu Aug 27 14:12:16 +0000 2015","assam",3360236485,"None","RT @rajeshpadmar: RSS Swayamsevaks joined in $q$Corona Vaccination Awareness Campaign$q$ at Bhopal, other parts of Madhya Pradesh. https://t.co…","mrshyamc",0,81,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427340663853061,"ᴮᴱ luvix ⟭⟬⁷❀ 🎫",-1,"2021-04-17 14:29:15","None",116,"Wed Jun 27 16:09:01 +0000 2018","Zürich, Schweiz",1012004884797894659,"None","RT @seokkjoon: WEAR YOUR MASK AND GET THE GODDAMM VACCINE I WANT TO SEE THEM ALL BUBBLY, GIGGELING AND HAVING THEIR BEST TIME ON STAGE AGAI…","lvrxaa",0,89,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427341116866560,"Jennifer Griffin",-1,"2021-04-17 14:29:15","None",497,"Tue Oct 16 19:42:55 +0000 2012","None",885149478,"None","Got my 2nd Pfizer vaccine this week. No side effects. So happy and ready for a return to normal. My 20 year old daughter had the Johnson and Johnson vaccine - also no side effects. Thank you to all the frontline health workers and scientists who made this possible. #vaccinated https://t.co/u0q2RqbTx4","JenGriffinFNC",0,140127,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427335550996486,"Governor Ned Lamont",-1,"2021-04-17 14:29:14","None",750,"Sat Dec 22 01:50:38 +0000 2018","Hartford, CT",1076293903723233280,"None","RT @MayorBronin: Reminder: no appointment needed today for Pfizer vaccine at @WishSchoolHTFD from 11am to 7pm today. If you’ve already gott…","GovNedLamont",0,75600,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427336922492930,"Tunde Elelu",-1,"2021-04-17 14:29:14","None",1452,"Thu Feb 09 08:50:52 +0000 2017","Lagos, Nigeria",829613525580517378,"None","RT @aproko_doctor: When you get side effects after getting vaccinated, it means the vaccine 💉 is working, and your immune system is doing w…","padoki99",0,1179,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427337648173062,"gatito gatito",-1,"2021-04-17 14:29:14","None",266,"Tue Dec 17 15:02:37 +0000 2013","None",2250536348,"None","RT @PointMHD: Also let’s not forget the Queen herself admitted she received two doses of vaccinations already.   What vaccine? When? From w…","nsabrinasuhaimi",0,269,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427332971454464,"Lopez🕊",-1,"2021-04-17 14:29:13","None",25124,"Sun May 19 09:43:32 +0000 2019","#EarthJustice",1130046320184446976,"None","RT @joncoopertweets: Who’d like to see walk-in Covid vaccination clinics where you live — with no appointments needed?","LopezLovinLife",0,32368,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427332933754883,"Schrödinger$q$s Account",-1,"2021-04-17 14:29:13","None",0,"Wed Mar 06 13:21:38 +0000 2019","ಸರ್ವಾಂತರ್ಯಾಮಿ ",1103284504179937280,"None","RT @NkBlr: For all those who are telling $q$XYZ still got corona after being vaccinated$q$, our pediatrician had a very good example -  $q$Taking…","schrodingers_ac",0,2689,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427333344796675,"ym ¹³",-1,"2021-04-17 14:29:13","None",505,"Wed Oct 07 03:36:19 +0000 2015","the world",3886535362,"None","RT @ddlovato: Make sure to tune in to the  #RollUpYourSleeves Vaccine Special THIS Sunday at 7/6c on @nbc!! 💞💞","mad_woman97",0,2904,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427334271766543,"vanjansch",-1,"2021-04-17 14:29:13","None",44,"Fri Nov 21 20:04:00 +0000 2014","None",2887300594,"None","RT @AllysonPollock: There is no evidence to support covid vaccine for children. Children are at least risk from covid &amp;harms and safety of…","MenteNomade58",0,84,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427328194220033,"Farming in Ontario (Leasa Janssen)",-1,"2021-04-17 14:29:12","None",932,"Sun Feb 22 16:19:19 +0000 2015","Rural Ontario",3053107588,"None","If I had my 2nd vaccine I$q$d volunteer in nursing homes/hospitals as I$q$m a PSW (trained HCA). Oh wait! If we had those vaccines...I wouldn$q$t need to. #blametrudeau #ontariolockdown","RuralOntWoman",0,820,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427328508760065,"Mother",-1,"2021-04-17 14:29:12","None",347,"Fri Jan 01 16:57:16 +0000 2021","None",1345051391321108480,"None","So, retired people get a vaccine boutique while essential workers wait in the alleyway, hoping for vaccine cast-offs. #onpoli","justmombling",0,46,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427329909694469,"Tumelo🇿🇦",-1,"2021-04-17 14:29:12","None",4994,"Thu Jan 06 12:32:40 +0000 2011","Hartbeespoortdam, Azania",234731277,"None","RT @DailyExposeNews: BREAKING - All pregnant women to be offered Covid Vaccine even though there has been an 850% increase in number of wom…","molematz",0,2296,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427329909694469,"Tumelo🇿🇦",-1,"2021-04-17 14:29:12","None",4994,"Thu Jan 06 12:32:40 +0000 2011","Hartbeespoortdam, Azania",234731277,"None","RT @DailyExposeNews: BREAKING - All pregnant women to be offered Covid Vaccine even though there has been an 850% increase in number of wom…","molematz",0,2296,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427325723758600,"spider",-1,"2021-04-17 14:29:11","None",170,"Sun May 25 00:34:00 +0000 2014","None",2521674102,"None","RT @PDChina: China$q$s Sinovac #COVID19 #vaccine is 67% effective in preventing symptomatic infection, and 80% effective in fending off death…","denimix1",0,9,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427320170434570,"Elias Murungi Shaban",-1,"2021-04-17 14:29:10","None",35,"Tue Mar 09 13:17:11 +0000 2021","Nyeri, Kenya",1369275885023596548,"None","RT @MOH_Kenya: National taskforce on Vaccine Deployment &amp; Vaccinations says variance attributed to decision by some manufacturers to includ…","MurungiShaban",0,13,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427320682225676,"manojkumar",-1,"2021-04-17 14:29:10","None",1430,"Wed Mar 01 07:33:29 +0000 2017","None",836841806847434752,"None","RT @suryapsingh_IAS: वैक्सीनेशन के कार्य को प्राइवेट कंपनियों को आउटसोर्स कर घर घर  टीकाकरण (Doorstep Vaccination) किया जाना चाहिए l  कार्य…","1985_manojkumar",0,340,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427320640204804,"Mohammad Asif A Adhikari",-1,"2021-04-17 14:29:10","None",22,"Sun Oct 29 10:19:23 +0000 2017","None",924581421112365057,"None","RT @laxmipanda14: People are dying, not getting hospital bed, oxygen, vaccine, Remdesivir injection. There are queues outside shamshaan gha…","AdhikaAsif",0,22,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427320715747330,"Walter Klopp",-1,"2021-04-17 14:29:10","None",80,"Sat Jan 30 06:37:18 +0000 2021","Germany,lover of USA 🇺🇲🇺🇲",1355402469065502722,"None","RT @MeidasTouch: Retweet if you’re vaccinated or plan on getting vaccinated. Let’s encourage as many people as possible to get the vaccine!","walter_klopp",0,10,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427314231377920,"CAMELOT CASTLE TV NETWORK - FREEDOM IS THE GRAIL",-1,"2021-04-17 14:29:09","None",4346,"Thu Dec 29 18:31:09 +0000 2011","England, United Kingdom",449974837,"None","RT @ShannonJoyRadio: LIKELY the first dead baby - enrolled in the COVID19 Vaccine trials.   THIS STARTS IN #ROC SOON ....   Shame on URMC &amp;…","JohnMappin",0,156541,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427315774853124,"Sama",-1,"2021-04-17 14:29:09","None",2368,"Sun Feb 16 10:53:17 +0000 2020","None",1228995504652115970,"None","RT @iamanilshetty: Covid Vaccination Drive “ Lasika Ustav” at Jakkasandra ward, BTM Layout constituency. #covid_19 #vaccine #covidvacccine…","Samanasveda",0,1529,-1,0,"None","None","JS Listener","None","None","vaccine ",1
1383427316282392582,"Stormy | RIP DOOM",-1,"2021-04-17 14:29:09","None",212,"Sat Feb 06 19:23:37 +0000 2021","None",1358134248734158854,"None","Finally just got my first vaccine 🙏","IMissMetalface",0,110,-1,0,"None","None","JS Listener","None","None","vaccine ",1
